"Flightid";"Routecode";"Origin";"Destination";"Flightdate";"Flightdurationmins";"Aircrafttype";"Seatsavailable";"Seatssold";"Revenue";"Operationalcost"
250;"CCU-DEL";"CCU";"DEL";"2023-11-30";116;"Airbus A321";220;171;1383732.0;832303.03
251;"GOI-DEL";"GOI";"DEL";"2022-12-24";174;"Airbus A320neo";186;124;419492.0;258020.3
252;"GOI-DEL";"GOI";"DEL";"2022-03-03";54;"Boeing 737-800";189;181;521823.0;293603.22
253;"COK-BLR";"COK";"BLR";"2024-07-09";122;"Boeing 787-8";256;225;1625625.0;904015.24
254;"AMD-BOM";"AMD";"BOM";"2023-08-22";80;"Airbus A321";220;143;1261975.0;779188.33
255;"COK-BLR";"COK";"BLR";"2023-12-31";154;"Airbus A321";220;190;1590490.0;1239052.26
256;"BOM-DEL";"BOM";"DEL";"2024-11-06";151;"ATR 72";78;64;652224.0;398703.79
257;"IXC-DEL";"IXC";"DEL";"2025-05-12";119;"Airbus A320";180;119;1093253.0;939177.61
258;"BOM-DEL";"BOM";"DEL";"2026-10-15";136;"ATR 72";78;76;549784.0;475091.29
259;"NAG-BOM";"NAG";"BOM";"2024-04-22";87;"Airbus A320";180;137;1078738.0;878762.85
260;"GOI-DEL";"GOI";"DEL";"2025-03-05";189;"Boeing 737-800";189;103;1091079.0;955837.46
261;"JAI-DEL";"JAI";"DEL";"2026-09-01";155;"Airbus A320neo";186;117;357552.0;271192.61
262;"GOI-DEL";"GOI";"DEL";"2022-12-23";160;"ATR 72";78;44;341264.0;215974.52
263;"BOM-DEL";"BOM";"DEL";"2025-05-30";77;"Boeing 737-800";189;161;776664.0;604744.75
264;"AMD-BOM";"AMD";"BOM";"2023-09-16";146;"Airbus A320neo";186;165;1736295.0;1446524.86
265;"NAG-BOM";"NAG";"BOM";"2022-01-31";232;"Boeing 787-8";256;202;1880418.0;1040071.61
266;"MAA-BOM";"MAA";"BOM";"2024-11-10";77;"Boeing 787-8";256;232;1190392.0;734441.82
267;"MAA-BOM";"MAA";"BOM";"2023-05-14";173;"Airbus A320";180;172;1105100.0;792304.17
268;"MAA-BOM";"MAA";"BOM";"2023-08-18";61;"Airbus A320neo";186;148;691308.0;381564.13
269;"TRV-MAA";"TRV";"MAA";"2023-06-26";152;"Boeing 737 MAX 8";186;142;1150484.0;1029272.35
270;"TRV-MAA";"TRV";"MAA";"2025-06-26";201;"Airbus A320neo";186;149;1135529.0;1012972.59
271;"PNQ-HYD";"PNQ";"HYD";"2025-10-21";131;"Boeing 737-800";189;184;787888.0;658977.0
272;"PNQ-HYD";"PNQ";"HYD";"2022-07-06";231;"Boeing 737 MAX 8";186;132;752136.0;618497.12
273;"JAI-DEL";"JAI";"DEL";"2022-01-25";206;"Airbus A321";220;190;757150.0;675729.45
274;"NAG-BOM";"NAG";"BOM";"2023-06-14";75;"Boeing 787-8";256;150;1738650.0;1428222.43
275;"CCU-DEL";"CCU";"DEL";"2025-06-12";181;"Airbus A321";220;191;1339674.0;949736.85
276;"DEL-BLR";"DEL";"BLR";"2023-06-28";171;"Boeing 737-800";189;146;846070.0;670863.83
277;"COK-BLR";"COK";"BLR";"2022-11-03";120;"Airbus A321";220;121;655215.0;437856.5
278;"COK-BLR";"COK";"BLR";"2023-09-12";216;"Airbus A320neo";186;163;846622.0;559414.65
279;"PNQ-HYD";"PNQ";"HYD";"2025-11-14";127;"Boeing 737 MAX 8";186;171;1079352.0;838865.28
280;"IXC-DEL";"IXC";"DEL";"2022-03-05";68;"Boeing 787-8";256;253;1832479.0;1446660.95
281;"LKO-BOM";"LKO";"BOM";"2023-06-11";134;"Airbus A320neo";186;102;390558.0;305973.9
282;"COK-BLR";"COK";"BLR";"2023-04-12";134;"Boeing 787-8";256;209;2118006.0;1479813.89
283;"DEL-BLR";"DEL";"BLR";"2022-02-07";149;"Boeing 787-8";256;140;458640.0;345767.05
284;"IXC-DEL";"IXC";"DEL";"2022-12-13";70;"ATR 72";78;56;440272.0;381368.37
285;"IXC-DEL";"IXC";"DEL";"2024-06-19";68;"Airbus A320";180;161;1918154.0;1068536.04
286;"CCU-DEL";"CCU";"DEL";"2023-04-26";101;"Airbus A320neo";186;184;1731440.0;1357020.33
287;"CCU-DEL";"CCU";"DEL";"2022-07-19";166;"Boeing 787-8";256;234;2194452.0;1746706.74
288;"DEL-BLR";"DEL";"BLR";"2022-02-15";202;"Boeing 737-800";189;106;825210.0;561360.94
289;"GOI-DEL";"GOI";"DEL";"2024-11-29";64;"Airbus A320";180;171;1520190.0;1172065.48
290;"BLR-HYD";"BLR";"HYD";"2025-06-13";172;"Airbus A321";220;159;1783662.0;1470650.67
291;"BLR-HYD";"BLR";"HYD";"2023-03-24";91;"Boeing 737 MAX 8";186;170;1476280.0;973862.54
292;"IXC-DEL";"IXC";"DEL";"2023-12-26";159;"Airbus A321";220;207;1717065.0;1334401.81
293;"LKO-BOM";"LKO";"BOM";"2024-08-17";206;"Boeing 737-800";189;169;1204294.0;974693.11
294;"AMD-BOM";"AMD";"BOM";"2022-11-22";183;"Airbus A321";220;187;1169124.0;666760.51
295;"MAA-BOM";"MAA";"BOM";"2024-10-16";122;"Boeing 737 MAX 8";186;133;375060.0;233496.17
296;"GOI-DEL";"GOI";"DEL";"2025-09-03";212;"Boeing 737 MAX 8";186;105;560490.0;422408.13
297;"PNQ-HYD";"PNQ";"HYD";"2026-07-03";79;"Boeing 737 MAX 8";186;153;779994.0;666497.14
298;"IXB-CCU";"IXB";"CCU";"2023-08-29";133;"ATR 72";78;42;357126.0;308354.54
299;"CCU-DEL";"CCU";"DEL";"2026-04-08";84;"Boeing 737 MAX 8";186;125;1070625.0;632362.03
300;"TRV-MAA";"TRV";"MAA";"2024-08-03";78;"Airbus A320";180;120;1419960.0;830533.67
301;"COK-BLR";"COK";"BLR";"2022-03-28";173;"ATR 72";78;76;649800.0;488775.82
302;"MAA-BOM";"MAA";"BOM";"2026-01-04";191;"ATR 72";78;48;574848.0;509764.27
303;"NAG-BOM";"NAG";"BOM";"2022-01-15";63;"Airbus A320";180;139;1516351.0;878036.64
304;"AMD-BOM";"AMD";"BOM";"2022-03-22";162;"Boeing 737-800";189;134;838974.0;679234.82
305;"DEL-BLR";"DEL";"BLR";"2024-08-23";110;"ATR 72";78;56;525224.0;449300.74
306;"IXB-CCU";"IXB";"CCU";"2023-07-10";192;"Airbus A321";220;158;609880.0;459380.74
307;"TRV-MAA";"TRV";"MAA";"2022-12-02";172;"Airbus A321";220;151;1047940.0;874288.2
308;"AMD-BOM";"AMD";"BOM";"2025-03-05";120;"Boeing 737-800";189;110;518760.0;391138.34
309;"NAG-BOM";"NAG";"BOM";"2026-05-03";72;"Airbus A320neo";186;109;528977.0;400728.48
310;"COK-BLR";"COK";"BLR";"2024-06-24";120;"Boeing 737 MAX 8";186;165;1570470.0;922058.78
311;"AMD-BOM";"AMD";"BOM";"2022-05-03";58;"ATR 72";78;46;386216.0;271182.39
312;"DEL-BLR";"DEL";"BLR";"2023-04-24";205;"Airbus A320";180;105;541800.0;363710.54
313;"IXB-CCU";"IXB";"CCU";"2023-05-08";166;"Boeing 787-8";256;191;628008.0;451250.47
314;"IXB-CCU";"IXB";"CCU";"2026-01-05";100;"Airbus A321";220;168;500304.0;414389.68
315;"NAG-BOM";"NAG";"BOM";"2023-06-24";216;"Boeing 787-8";256;210;2266530.0;1310108.84
316;"CCU-DEL";"CCU";"DEL";"2026-06-02";164;"Boeing 737-800";189;117;575172.0;425991.08
317;"IXC-DEL";"IXC";"DEL";"2025-02-13";151;"Airbus A320neo";186;149;1329378.0;853305.15
318;"AMD-BOM";"AMD";"BOM";"2023-07-02";185;"Boeing 737-800";189;159;1246401.0;1037567.43
319;"GOI-DEL";"GOI";"DEL";"2024-01-05";172;"Airbus A320neo";186;157;1510183.0;1265904.02
320;"LKO-BOM";"LKO";"BOM";"2023-05-29";222;"Boeing 787-8";256;191;1672205.0;953608.32
321;"TRV-MAA";"TRV";"MAA";"2026-06-14";119;"Airbus A320neo";186;165;1132395.0;663074.32
322;"GOI-DEL";"GOI";"DEL";"2026-12-20";144;"Airbus A321";220;122;501054.0;320754.51
323;"IXB-CCU";"IXB";"CCU";"2023-02-04";232;"Boeing 737-800";189;139;986622.0;848256.79
324;"BLR-HYD";"BLR";"HYD";"2022-06-01";95;"Boeing 737 MAX 8";186;126;407484.0;311109.75
325;"DEL-BLR";"DEL";"BLR";"2023-10-03";185;"Boeing 737-800";189;125;961875.0;717200.73
326;"TRV-MAA";"TRV";"MAA";"2025-08-27";74;"Airbus A320neo";186;153;1442790.0;1207139.36
327;"BLR-HYD";"BLR";"HYD";"2023-11-28";176;"Boeing 737 MAX 8";186;149;1326845.0;1008441.15
328;"IXC-DEL";"IXC";"DEL";"2023-04-03";191;"Boeing 737-800";189;174;1082106.0;837051.81
329;"IXC-DEL";"IXC";"DEL";"2026-01-23";237;"Boeing 737-800";189;128;405376.0;301421.22
330;"AMD-BOM";"AMD";"BOM";"2023-01-29";121;"Boeing 737-800";189;106;600596.0;470541.54
331;"LKO-BOM";"LKO";"BOM";"2022-02-19";143;"Boeing 737-800";189;151;1523439.0;1149328.65
332;"LKO-BOM";"LKO";"BOM";"2026-05-15";222;"Airbus A320";180;153;1078803.0;639464.49
333;"BOM-DEL";"BOM";"DEL";"2023-05-06";212;"Boeing 737 MAX 8";186;108;1264788.0;1030539.66
334;"PNQ-HYD";"PNQ";"HYD";"2024-05-05";208;"Boeing 787-8";256;240;2420880.0;1437574.18
335;"BOM-DEL";"BOM";"DEL";"2025-05-09";72;"Boeing 787-8";256;223;1226054.0;754300.39
336;"CCU-DEL";"CCU";"DEL";"2026-12-01";166;"Boeing 737 MAX 8";186;111;991674.0;761688.1
337;"MAA-BOM";"MAA";"BOM";"2026-03-11";214;"Airbus A320neo";186;102;576810.0;423512.19
338;"BLR-HYD";"BLR";"HYD";"2026-06-30";103;"Airbus A321";220;156;1691196.0;1384179.13
339;"BLR-HYD";"BLR";"HYD";"2025-08-05";79;"ATR 72";78;72;612216.0;465491.8
340;"PNQ-HYD";"PNQ";"HYD";"2023-03-10";236;"Airbus A320";180;134;1201176.0;1054629.91
341;"GOI-DEL";"GOI";"DEL";"2024-05-27";90;"Boeing 737 MAX 8";186;166;1529856.0;1333240.38
342;"IXC-DEL";"IXC";"DEL";"2022-04-29";97;"Airbus A321";220;150;845550.0;735689.87
343;"COK-BLR";"COK";"BLR";"2025-11-02";156;"Boeing 737-800";189;149;1690107.0;950590.07
344;"BLR-HYD";"BLR";"HYD";"2024-01-02";96;"Boeing 737-800";189;158;611302.0;503624.1
345;"COK-BLR";"COK";"BLR";"2024-09-04";145;"Airbus A320";180;119;924511.0;693952.18
346;"BOM-DEL";"BOM";"DEL";"2022-06-04";51;"Boeing 787-8";256;143;1337479.0;745787.07
347;"IXC-DEL";"IXC";"DEL";"2025-01-16";77;"Airbus A321";220;130;970060.0;863530.08
348;"JAI-DEL";"JAI";"DEL";"2023-06-22";58;"Boeing 737-800";189;117;377442.0;232438.31
349;"TRV-MAA";"TRV";"MAA";"2022-10-06";119;"Airbus A321";220;177;1834959.0;1494340.16
350;"NAG-BOM";"NAG";"BOM";"2024-02-17";194;"Airbus A320";180;128;794624.0;455008.83
351;"IXB-CCU";"IXB";"CCU";"2023-11-27";147;"Airbus A321";220;190;1235000.0;772423.13
352;"BOM-DEL";"BOM";"DEL";"2025-01-19";223;"Boeing 787-8";256;143;367367.0;306391.04
353;"DEL-BLR";"DEL";"BLR";"2023-01-01";187;"Boeing 737 MAX 8";186;121;1341648.0;1110958.18
354;"PNQ-HYD";"PNQ";"HYD";"2022-01-02";107;"Airbus A320";180;145;1442750.0;1017118.2
355;"MAA-BOM";"MAA";"BOM";"2022-01-29";85;"Boeing 737 MAX 8";186;140;1285620.0;854255.72
356;"GOI-DEL";"GOI";"DEL";"2023-01-01";77;"Airbus A320";180;132;1499916.0;850536.77
357;"IXB-CCU";"IXB";"CCU";"2023-05-17";71;"Airbus A321";220;207;1911852.0;1548920.52
358;"AMD-BOM";"AMD";"BOM";"2023-08-11";227;"Airbus A321";220;131;1151752.0;678802.41
359;"BLR-HYD";"BLR";"HYD";"2023-11-23";201;"Boeing 787-8";256;207;1848510.0;1517233.52
360;"BOM-DEL";"BOM";"DEL";"2024-05-08";207;"ATR 72";78;76;222224.0;161162.25
361;"BLR-HYD";"BLR";"HYD";"2024-12-16";199;"Boeing 737 MAX 8";186;178;1997516.0;1345253.25
362;"JAI-DEL";"JAI";"DEL";"2024-01-26";232;"Airbus A320";180;153;530298.0;350782.74
363;"CCU-DEL";"CCU";"DEL";"2024-11-30";97;"Boeing 787-8";256;233;772162.0;611852.72
364;"PNQ-HYD";"PNQ";"HYD";"2024-10-06";130;"ATR 72";78;51;324819.0;240053.56
365;"TRV-MAA";"TRV";"MAA";"2026-07-25";229;"Airbus A320neo";186;146;1631988.0;965238.67
366;"BLR-HYD";"BLR";"HYD";"2024-08-10";208;"Airbus A320neo";186;163;1953555.0;1598016.4
367;"LKO-BOM";"LKO";"BOM";"2025-03-26";130;"Airbus A321";220;163;1835054.0;1362959.98
368;"TRV-MAA";"TRV";"MAA";"2026-08-03";183;"ATR 72";78;65;580645.0;419265.99
369;"BOM-DEL";"BOM";"DEL";"2023-12-02";110;"Boeing 737-800";189;103;1053072.0;591709.25
370;"IXC-DEL";"IXC";"DEL";"2023-02-11";173;"Airbus A320neo";186;111;403929.0;262419.08
371;"NAG-BOM";"NAG";"BOM";"2023-07-31";104;"Boeing 737 MAX 8";186;105;504000.0;342560.43
372;"DEL-BLR";"DEL";"BLR";"2023-07-13";56;"Airbus A320";180;153;1684836.0;1067687.65
373;"PNQ-HYD";"PNQ";"HYD";"2026-02-06";239;"Boeing 787-8";256;174;1842834.0;1225769.89
374;"COK-BLR";"COK";"BLR";"2024-11-11";109;"Boeing 787-8";256;203;1994881.0;1792789.82
375;"LKO-BOM";"LKO";"BOM";"2026-10-12";84;"ATR 72";78;75;372600.0;333146.84
376;"JAI-DEL";"JAI";"DEL";"2025-07-22";166;"Airbus A320";180;139;480384.0;340355.96
377;"IXB-CCU";"IXB";"CCU";"2024-04-02";141;"Boeing 787-8";256;141;740955.0;578220.5
378;"NAG-BOM";"NAG";"BOM";"2023-11-30";61;"Airbus A320neo";186;111;485958.0;426934.23
379;"TRV-MAA";"TRV";"MAA";"2023-03-02";76;"Boeing 737 MAX 8";186;143;925782.0;630112.44
380;"LKO-BOM";"LKO";"BOM";"2024-04-18";84;"ATR 72";78;63;392868.0;261863.56
381;"PNQ-HYD";"PNQ";"HYD";"2026-08-07";57;"Airbus A320neo";186;140;623280.0;560207.7
382;"DEL-BLR";"DEL";"BLR";"2023-10-28";133;"Boeing 737-800";189;138;580842.0;331370.45
383;"MAA-BOM";"MAA";"BOM";"2026-12-28";142;"Boeing 787-8";256;170;1947350.0;1143095.44
384;"IXB-CCU";"IXB";"CCU";"2024-09-27";123;"Boeing 737-800";189;167;611888.0;377659.88
385;"AMD-BOM";"AMD";"BOM";"2025-08-05";200;"Airbus A320";180;134;1114746.0;878886.47
386;"IXB-CCU";"IXB";"CCU";"2026-09-16";84;"Airbus A320neo";186;140;374080.0;216387.29
387;"IXB-CCU";"IXB";"CCU";"2025-02-17";179;"Airbus A321";220;146;1475038.0;841677.93
388;"BOM-DEL";"BOM";"DEL";"2025-08-20";223;"Boeing 787-8";256;149;948087.0;791469.52
389;"TRV-MAA";"TRV";"MAA";"2022-07-18";138;"Airbus A320";180;149;693744.0;465672.79
390;"CCU-DEL";"CCU";"DEL";"2025-12-04";119;"Boeing 737-800";189;106;747406.0;597819.81
391;"LKO-BOM";"LKO";"BOM";"2023-08-25";125;"ATR 72";78;75;442200.0;389446.19
392;"COK-BLR";"COK";"BLR";"2025-08-28";133;"Boeing 787-8";256;236;1836552.0;1243432.78
393;"MAA-BOM";"MAA";"BOM";"2022-08-25";161;"Airbus A321";220;154;611534.0;529739.36
394;"IXC-DEL";"IXC";"DEL";"2022-12-03";57;"Boeing 737-800";189;130;672360.0;581778.4
395;"COK-BLR";"COK";"BLR";"2023-06-24";187;"Boeing 737 MAX 8";186;109;1025363.0;576633.92
396;"MAA-BOM";"MAA";"BOM";"2025-03-31";177;"Airbus A320";180;178;1958534.0;1084393.69
397;"COK-BLR";"COK";"BLR";"2024-10-27";100;"ATR 72";78;65;671190.0;519933.25
398;"IXC-DEL";"IXC";"DEL";"2023-06-28";94;"Airbus A320neo";186;150;896250.0;542447.02
399;"AMD-BOM";"AMD";"BOM";"2023-01-23";189;"Airbus A321";220;212;1279844.0;936824.97
400;"AMD-BOM";"AMD";"BOM";"2025-06-03";81;"Airbus A321";220;215;1285700.0;857516.35
401;"GOI-DEL";"GOI";"DEL";"2026-04-22";70;"Boeing 787-8";256;155;730980.0;587920.42
402;"COK-BLR";"COK";"BLR";"2025-06-28";101;"Boeing 737-800";189;104;687128.0;584653.83
403;"CCU-DEL";"CCU";"DEL";"2023-07-02";55;"Airbus A321";220;188;865176.0;734236.5
404;"AMD-BOM";"AMD";"BOM";"2026-11-22";186;"Airbus A320neo";186;120;722640.0;617419.28
405;"MAA-BOM";"MAA";"BOM";"2024-11-15";53;"Boeing 737 MAX 8";186;113;1272154.0;1009232.19
406;"BLR-HYD";"BLR";"HYD";"2024-11-26";91;"Boeing 787-8";256;220;1258180.0;1089972.78
407;"BLR-HYD";"BLR";"HYD";"2022-01-23";64;"Airbus A321";220;206;740158.0;448784.65
408;"IXC-DEL";"IXC";"DEL";"2023-03-14";138;"Airbus A321";220;121;923956.0;612098.3
409;"IXB-CCU";"IXB";"CCU";"2024-12-03";85;"Airbus A320";180;102;848742.0;627211.91
410;"COK-BLR";"COK";"BLR";"2025-12-01";172;"Boeing 737-800";189;155;773140.0;486016.18
411;"IXC-DEL";"IXC";"DEL";"2025-05-10";87;"Boeing 737 MAX 8";186;134;531042.0;301245.68
412;"AMD-BOM";"AMD";"BOM";"2026-12-01";154;"Boeing 737-800";189;140;351960.0;301689.83
413;"PNQ-HYD";"PNQ";"HYD";"2024-02-24";122;"Boeing 787-8";256;245;1166445.0;772842.44
414;"COK-BLR";"COK";"BLR";"2022-10-16";189;"Airbus A320neo";186;108;1055268.0;654589.94
415;"IXC-DEL";"IXC";"DEL";"2023-04-04";204;"Boeing 787-8";256;166;1535500.0;961933.94
416;"GOI-DEL";"GOI";"DEL";"2026-06-23";108;"Airbus A320";180;124;597184.0;372593.17
417;"COK-BLR";"COK";"BLR";"2025-09-02";110;"ATR 72";78;65;204165.0;177108.51
418;"AMD-BOM";"AMD";"BOM";"2022-07-01";195;"ATR 72";78;65;322660.0;249949.04
419;"GOI-DEL";"GOI";"DEL";"2024-03-22";187;"Airbus A320neo";186;163;574901.0;360268.87
420;"LKO-BOM";"LKO";"BOM";"2025-10-30";90;"Boeing 737-800";189;182;1551004.0;1299633.11
421;"IXC-DEL";"IXC";"DEL";"2026-04-06";192;"ATR 72";78;59;473239.0;382157.61
422;"IXB-CCU";"IXB";"CCU";"2022-01-29";112;"Boeing 737 MAX 8";186;176;542256.0;477814.08
423;"BOM-DEL";"BOM";"DEL";"2026-12-24";169;"Airbus A320neo";186;131;1255111.0;766286.46
424;"AMD-BOM";"AMD";"BOM";"2022-01-27";137;"Airbus A321";220;211;1396609.0;1173520.29
425;"PNQ-HYD";"PNQ";"HYD";"2026-10-08";89;"Boeing 737 MAX 8";186;154;1333178.0;1095675.75
426;"COK-BLR";"COK";"BLR";"2024-10-30";180;"ATR 72";78;47;534390.0;342672.68
427;"PNQ-HYD";"PNQ";"HYD";"2025-09-05";130;"Airbus A320neo";186;135;397575.0;256935.71
428;"LKO-BOM";"LKO";"BOM";"2023-02-18";66;"Airbus A320";180;102;970836.0;728745.37
429;"DEL-BLR";"DEL";"BLR";"2023-11-14";71;"ATR 72";78;48;304368.0;185315.73
430;"AMD-BOM";"AMD";"BOM";"2023-01-09";124;"Airbus A320";180;140;739620.0;542271.2
431;"DEL-BLR";"DEL";"BLR";"2023-05-08";114;"Boeing 737-800";189;162;1632474.0;1395195.62
432;"AMD-BOM";"AMD";"BOM";"2025-11-14";119;"Airbus A321";220;208;1688336.0;1005805.2
433;"JAI-DEL";"JAI";"DEL";"2026-09-07";172;"Airbus A320neo";186;125;464875.0;330945.18
434;"GOI-DEL";"GOI";"DEL";"2023-09-16";193;"Airbus A321";220;209;1142603.0;929243.83
435;"NAG-BOM";"NAG";"BOM";"2026-06-07";196;"Boeing 737 MAX 8";186;118;812784.0;689817.67
436;"IXB-CCU";"IXB";"CCU";"2026-08-24";175;"Boeing 737 MAX 8";186;110;1123980.0;652363.01
437;"GOI-DEL";"GOI";"DEL";"2026-11-03";70;"Boeing 737 MAX 8";186;162;997758.0;593689.27
438;"TRV-MAA";"TRV";"MAA";"2025-08-08";224;"Boeing 737-800";189;109;1228103.0;857615.93
439;"CCU-DEL";"CCU";"DEL";"2022-02-08";65;"Airbus A320";180;139;867777.0;574809.64
440;"MAA-BOM";"MAA";"BOM";"2025-07-05";164;"Airbus A320neo";186;165;1744710.0;1520041.92
441;"GOI-DEL";"GOI";"DEL";"2025-04-10";224;"Boeing 737 MAX 8";186;183;1715442.0;1362724.39
442;"COK-BLR";"COK";"BLR";"2025-05-24";113;"Boeing 787-8";256;254;1687322.0;1025925.97
443;"NAG-BOM";"NAG";"BOM";"2026-02-19";130;"Airbus A320";180;174;1500054.0;1284040.32
444;"IXB-CCU";"IXB";"CCU";"2023-01-25";200;"Airbus A321";220;179;1159920.0;740278.71
445;"CCU-DEL";"CCU";"DEL";"2026-04-11";117;"Airbus A320neo";186;158;1303974.0;1090117.68
446;"LKO-BOM";"LKO";"BOM";"2022-06-15";177;"Boeing 787-8";256;169;457314.0;337287.55
447;"TRV-MAA";"TRV";"MAA";"2022-11-28";121;"Boeing 737 MAX 8";186;157;416521.0;330995.27
448;"AMD-BOM";"AMD";"BOM";"2022-02-21";103;"Airbus A321";220;214;1021850.0;835251.82
449;"MAA-BOM";"MAA";"BOM";"2026-03-08";63;"Airbus A321";220;207;1180107.0;825658.42
450;"IXB-CCU";"IXB";"CCU";"2025-12-07";60;"Boeing 737-800";189;150;1548900.0;1118567.28
451;"LKO-BOM";"LKO";"BOM";"2026-01-19";147;"Airbus A320neo";186;110;954800.0;839125.44
452;"IXB-CCU";"IXB";"CCU";"2023-04-07";210;"Airbus A321";220;124;597060.0;525669.59
453;"BLR-HYD";"BLR";"HYD";"2022-12-11";196;"Boeing 737 MAX 8";186;157;651393.0;510116.46
454;"NAG-BOM";"NAG";"BOM";"2022-12-15";126;"Airbus A320neo";186;158;1708296.0;1219196.48
455;"DEL-BLR";"DEL";"BLR";"2023-07-25";168;"Airbus A321";220;153;1482876.0;835734.76
456;"IXC-DEL";"IXC";"DEL";"2026-01-06";155;"Boeing 787-8";256;202;1725080.0;1170177.04
457;"COK-BLR";"COK";"BLR";"2024-10-23";168;"Boeing 787-8";256;169;1885702.0;1676656.6
458;"PNQ-HYD";"PNQ";"HYD";"2024-10-26";194;"Airbus A320";180;137;1009690.0;612175.46
459;"GOI-DEL";"GOI";"DEL";"2023-02-27";158;"ATR 72";78;71;778302.0;607057.33
460;"CCU-DEL";"CCU";"DEL";"2026-03-18";113;"Airbus A321";220;195;663975.0;545642.55
461;"BLR-HYD";"BLR";"HYD";"2025-04-22";178;"Airbus A320neo";186;146;1376634.0;1205464.14
462;"BLR-HYD";"BLR";"HYD";"2026-10-04";173;"Airbus A320neo";186;174;831894.0;480622.07
463;"BOM-DEL";"BOM";"DEL";"2025-12-18";105;"Boeing 737 MAX 8";186;151;1754620.0;1287185.07
464;"IXB-CCU";"IXB";"CCU";"2025-05-01";169;"Boeing 737-800";189;126;1133622.0;763317.41
465;"IXC-DEL";"IXC";"DEL";"2022-02-23";191;"ATR 72";78;55;329670.0;220065.94
466;"IXC-DEL";"IXC";"DEL";"2023-07-12";198;"Airbus A320";180;174;839376.0;749435.2
467;"CCU-DEL";"CCU";"DEL";"2024-05-24";164;"Boeing 787-8";256;141;1076253.0;864330.78
468;"GOI-DEL";"GOI";"DEL";"2022-12-18";136;"Airbus A321";220;126;1306242.0;840090.19
469;"IXB-CCU";"IXB";"CCU";"2025-10-29";220;"Boeing 787-8";256;185;2113255.0;1557259.44
470;"PNQ-HYD";"PNQ";"HYD";"2025-05-30";208;"Boeing 737 MAX 8";186;165;1127610.0;700265.23
471;"BOM-DEL";"BOM";"DEL";"2026-08-13";200;"Airbus A320neo";186;124;404736.0;282842.94
472;"TRV-MAA";"TRV";"MAA";"2026-12-17";70;"Airbus A320neo";186;118;433178.0;373157.34
473;"BLR-HYD";"BLR";"HYD";"2024-02-03";133;"ATR 72";78;64;453312.0;314782.5
474;"BOM-DEL";"BOM";"DEL";"2023-02-03";145;"Boeing 787-8";256;203;1085035.0;776314.38
475;"JAI-DEL";"JAI";"DEL";"2024-04-21";155;"Airbus A321";220;125;1095250.0;922436.06
476;"NAG-BOM";"NAG";"BOM";"2022-04-14";89;"Airbus A320neo";186;175;949200.0;696761.29
477;"AMD-BOM";"AMD";"BOM";"2026-06-19";68;"Airbus A321";220;148;445184.0;260314.74
478;"CCU-DEL";"CCU";"DEL";"2025-03-09";226;"Airbus A321";220;212;1071024.0;664174.65
479;"DEL-BLR";"DEL";"BLR";"2023-09-11";99;"Boeing 737-800";189;110;1171830.0;761641.22
480;"BOM-DEL";"BOM";"DEL";"2023-06-17";194;"Airbus A321";220;218;1014790.0;856207.45
481;"PNQ-HYD";"PNQ";"HYD";"2022-02-10";119;"Boeing 787-8";256;205;1168295.0;1041419.55
482;"IXC-DEL";"IXC";"DEL";"2023-08-02";214;"ATR 72";78;68;246976.0;196045.12
483;"DEL-BLR";"DEL";"BLR";"2022-08-03";225;"Boeing 787-8";256;247;1878929.0;1426437.53
484;"DEL-BLR";"DEL";"BLR";"2023-06-17";105;"Boeing 787-8";256;142;612730.0;455870.4
485;"LKO-BOM";"LKO";"BOM";"2025-12-27";83;"Boeing 787-8";256;226;648168.0;474094.16
486;"PNQ-HYD";"PNQ";"HYD";"2026-10-08";200;"ATR 72";78;52;200668.0;156027.67
487;"PNQ-HYD";"PNQ";"HYD";"2024-03-11";103;"Boeing 737-800";189;173;1348016.0;994689.2
488;"BOM-DEL";"BOM";"DEL";"2023-09-22";154;"Airbus A321";220;160;1262720.0;986465.33
489;"GOI-DEL";"GOI";"DEL";"2026-09-24";113;"ATR 72";78;52;137436.0;119583.63
490;"DEL-BLR";"DEL";"BLR";"2024-10-07";148;"Boeing 737 MAX 8";186;108;1151280.0;708730.15
491;"BOM-DEL";"BOM";"DEL";"2025-08-30";84;"Airbus A320neo";186;114;376428.0;258498.74
492;"TRV-MAA";"TRV";"MAA";"2026-01-04";199;"Boeing 737 MAX 8";186;159;651264.0;388410.81
493;"CCU-DEL";"CCU";"DEL";"2024-09-19";199;"Boeing 737-800";189;168;503328.0;278000.91
494;"AMD-BOM";"AMD";"BOM";"2023-06-14";70;"ATR 72";78;50;397400.0;333685.22
495;"NAG-BOM";"NAG";"BOM";"2023-03-21";64;"Airbus A321";220;218;783492.0;605336.98
496;"BOM-DEL";"BOM";"DEL";"2025-03-01";55;"Boeing 787-8";256;247;1707511.0;1085146.7
497;"GOI-DEL";"GOI";"DEL";"2024-08-01";172;"Airbus A321";220;150;1694550.0;1196104.33
498;"PNQ-HYD";"PNQ";"HYD";"2022-08-09";140;"Airbus A320neo";186;167;1630421.0;956222.7
499;"PNQ-HYD";"PNQ";"HYD";"2024-12-12";91;"Boeing 787-8";256;228;760836.0;595639.14
500;"IXB-CCU";"IXB";"CCU";"2025-04-17";162;"Airbus A320";180;140;488460.0;302219.48
